domain,organism_name,location_temp,total_count
CheB_methylest,Dolichospermum sp. DEX189,temperate,9
CheB_methylest,Dolichospermum sp. UHCC 0259,temperate,15
CheB_methylest,Drouetiella hepatica Uher 2000/2452,temperate,14
CheB_methylest,Gloeotrichia echinulata DEX184,temperate,7
CheB_methylest,Kamptonema sp. SIO1D9,temperate,7
CheB_methylest,Leptolyngbya sp. UWPOB_LEPTO1,temperate,7
CheB_methylest,Leptolyngbyaceae cyanobacterium M33_DOE_097,temperate,7
CheB_methylest,Limnoraphis sp. WC205,temperate,7
CheB_methylest,Lusitaniella coriacea LEGE 07157,temperate,14
CheB_methylest,Microcoleus sp. PH2017_01_SCD_O_A,temperate,10
CheB_methylest,Microcoleus sp. PH2017_02_FOX_O_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_05_CCC_O_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_07_MST_O_A,temperate,10
CheB_methylest,Microcoleus sp. PH2017_08_TRC_O_A,temperate,10
CheB_methylest,Microcoleus sp. PH2017_09_SFU_O_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_10_PVI_O_A,temperate,7
CheB_methylest,Microcoleus sp. PH2017_11_PCY_U_A,temperate,7
CheB_methylest,Microcoleus sp. PH2017_12_PCY_D_A,temperate,7
CheB_methylest,Microcoleus sp. PH2017_13_LAR_U_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_14_LAR_D_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_15_JOR_U_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_16_JOR_D_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_17_BER_D_A,temperate,8
CheB_methylest,Microcoleus sp. PH2017_18_LLB_O_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_19_SFW_U_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_20_SFW_D_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_21_RUC_O_A,temperate,7
CheB_methylest,Microcoleus sp. PH2017_22_RUC_O_B,temperate,7
CheB_methylest,Microcoleus sp. PH2017_24_DOB_U_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_25_DOB_D_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_26_ELK_O_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_27_LUM_O_A,temperate,7
CheB_methylest,Microcoleus sp. PH2017_28_MFU_U_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_29_MFU_D_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_30_WIL_O_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_31_RDM_U_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_32_RDM_D_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_33_LGB_O_A,temperate,6
CheB_methylest,Microcoleus sp. PH2017_34_RAT_O_A,temperate,13
CheB_methylest,Microcoleus sp. PH2017_35_SFW_U_B,temperate,6
CheB_methylest,Microcoleus sp. PH2017_36_ELK_O_B,temperate,6
CheB_methylest,Microcoleus sp. PH2017_37_MFU_D_B,temperate,6
CheB_methylest,Microcoleus sp. PH2017_38_RDM_U_B,temperate,6
CheB_methylest,Microcoleus sp. PH2017_39_LGB_O_B,temperate,6
CheB_methylest,Microcoleus sp. PH2017_40_RAT_O_B,temperate,13
CheB_methylest,Microcoleus vaginatus FGP-2,temperate,12
CheB_methylest,Microcoleus vaginatus HSN003,temperate,13
CheB_methylest,Microcoleus vaginatus PCC 9802,temperate,6
CheB_methylest,Nodosilinea sp. WJT8-NPBG4,temperate,7
CheB_methylest,Nodularia sphaerocarpa UHCC 0038,temperate,7
CheB_methylest,Nodularia spumigena CCY9414,temperate,7
CheB_methylest,Nostoc cf. commune SO-36,Antarctic,7
CheB_methylest,Nostoc desertorum CM1-VF14,temperate,7
CheB_methylest,Nostoc indistinguendum CM1-VF10,temperate,12
CheB_methylest,Nostoc minutum NIES-26,temperate,7
CheB_methylest,Nostoc sp. ATCC 43529,temperate,6
CheB_methylest,Nostoc sp. CENA543,temperate,6
CheB_methylest,Nostoc sp. GBBB01,temperate,7
CheB_methylest,Nostoc sp. KVJ20,"cold, non-Antarctic",7
CheB_methylest,Nostoc sp. LEGE 06077,temperate,6
CheB_methylest,Nostoc sp. LEGE 12447,temperate,5
CheB_methylest,Nostoc sp. LPT,temperate,7
CheB_methylest,Nostoc sp. MBR 210,temperate,6
CheB_methylest,Nostoc sp. NMS1,"cold, non-Antarctic",7
CheB_methylest,Nostoc sp. NMS2,"cold, non-Antarctic",7
CheB_methylest,Nostoc sp. NMS8,temperate,7
CheB_methylest,Nostoc sp. RF31YmG,temperate,7
CheB_methylest,Nostoc sp. UHCC 0870,temperate,13
CheB_methylest,Okeania sp. SIO1I7,temperate,6
CheB_methylest,Okeania sp. SIO2B3,temperate,6
CheB_methylest,Oscillatoriales cyanobacterium,temperate,23
CheB_methylest,Oscillatoriales cyanobacterium CG2_30_40_61,temperate,7
CheB_methylest,Oscillatoriales cyanobacterium CG2_30_44_21,temperate,6
CheB_methylest,Oscillatoriophycideae cyanobacterium NC_groundwater_1537_Pr4_S-0.65um_50_18,temperate,13
CheB_methylest,Phormidesmis priestleyi,Antarctic,7
CheB_methylest,Phormidesmis priestleyi BC1401,"cold, non-Antarctic",5
CheB_methylest,Phormidesmis priestleyi ULC007,Antarctic,7
CheB_methylest,Planktothrix agardhii 1030,temperate,7
CheB_methylest,Planktothrix agardhii 1031,temperate,7
CheB_methylest,Planktothrix agardhii 1032,temperate,7
CheB_methylest,Planktothrix agardhii 1801,temperate,7
CheB_methylest,Planktothrix agardhii 1803,temperate,7
CheB_methylest,Planktothrix agardhii 1804,temperate,7
CheB_methylest,Planktothrix agardhii 1808,temperate,7
CheB_methylest,Planktothrix agardhii CCAP 1459/11A,temperate,7
CheB_methylest,Planktothrix agardhii KL2,temperate,7
CheB_methylest,Planktothrix agardhii LY1,"cold, non-Antarctic",7
CheB_methylest,Planktothrix mougeotii LEGE 06226,temperate,6
CheB_methylest,Pseudanabaena biceps PCC 7429,temperate,6
CheB_methylest,Pseudanabaena sp. 'Roaring Creek',temperate,6
CheB_methylest,Pseudanabaena sp. BC1403,"cold, non-Antarctic",7
CheB_methylest,Pseudanabaena sp. M037S2SP2A07QC,temperate,7
CheB_methylest,Pseudanabaena sp. M065S1SP2A07QC,temperate,7
CheB_methylest,Pseudanabaena sp. M085S1SP2A07QC,temperate,7
CheB_methylest,Pseudanabaena sp. M125S2SP2A07QC,temperate,7
CheB_methylest,Pseudanabaena sp. M151S2SP2A07QC,temperate,7
CheB_methylest,Pseudanabaena sp. M152S2SP2A07QC,temperate,7
CheB_methylest,Pseudanabaena sp. SR411,temperate,7
CheB_methylest,Pseudanabaena sp. UWO310,temperate,6
CheB_methylest,Pseudanabaena sp. UWO311,temperate,7
CheB_methylest,Richelia sp. SL_2_1,temperate,6
CheB_methylest,Rivularia sp. (in: Bacteria),temperate,30
CheB_methylest,Rivularia sp. PCC 7116,temperate,30
CheB_methylest,Scytonema hyalinum WJT4-NPBG1,temperate,7
CheB_methylest,Scytonematopsis contorta HA4267-MV1,temperate,13
CheB_methylest,Sphaerospermopsis aphanizomenoides BCCUSP55,temperate,15
CheB_methylest,Sphaerospermopsis reniformis,temperate,6
CheB_methylest,Sphaerospermopsis sp. LEGE 00249,temperate,6
CheB_methylest,Sphaerospermopsis sp. SIO1G1,temperate,9
CheB_methylest,Spirirestis rafaelensis WJT71-NPBG6,temperate,6
CheB_methylest,Spirulina major CCY15215,temperate,6
CheB_methylest,Spirulinaceae cyanobacterium SM2_1_0,temperate,15
CheB_methylest,Stenomitos frigidus ULC18,Antarctic,7
CheB_methylest,Stigonema ocellatum SAG 48.90 = DSM 106950,temperate,7
CheB_methylest,Timaviella obliquedivisa GSE-PSE-MK23-08B,temperate,13
CheB_methylest,Timeviella sp.,Antarctic,7
CheB_methylest,Tolypothrix brevis GSE-NOS-MK-07-07A,temperate,7
CheB_methylest,Trichormus sp. NMC-1,"cold, non-Antarctic",7
CheB_methylest,Tychonema sp. LEGE 06208,temperate,13
CheB_methylest,Tychonema sp. LEGE 07196,temperate,13
CheB_methylest,Tychonema sp. LEGE 07199,temperate,13
CheB_methylest,filamentous cyanobacterium LEGE 07170,temperate,7
CheB_methylest,filamentous cyanobacterium Phorm 6,"cold, non-Antarctic",6
CheR,Microcoleus sp. PH2017_09_SFU_O_A,temperate,2
CheR,Microcoleus sp. PH2017_29_MFU_D_A,temperate,2
CheR,Microcoleus sp. PH2017_33_LGB_O_A,temperate,2
CheR,Microcoleus sp. PH2017_37_MFU_D_B,temperate,2
CheR,Microcoleus sp. PH2017_39_LGB_O_B,temperate,2
CheR,Oscillatoriales cyanobacterium,temperate,3
CheW,Aetokthonos hydrillicola CCALA 1050,temperate,21
CheW,Alkalinema sp. CACIAM 70d,temperate,10
CheW,Anabaena sp. 49628_E55,temperate,5
CheW,Anabaena sp. 54,"cold, non-Antarctic",5
CheW,Anabaena sp. AL93,temperate,5
CheW,Anabaena sp. CRKS33,temperate,5
CheW,Anabaena sp. CoA2_C59,temperate,5
CheW,Anabaena sp. WA113,temperate,5
CheW,Aphanizomenon flos-aquae CP01,temperate,5
CheW,Aphanizomenon flos-aquae Clear-A1,temperate,5
CheW,Aphanizomenon flos-aquae DEX188,temperate,5
CheW,Aphanizomenon flos-aquae KM1D3_PB,temperate,5
CheW,Aphanizomenon flos-aquae LD13,temperate,5
CheW,Aphanizomenon flos-aquae MDT14a,temperate,5
CheW,Aphanizomenon flos-aquae UKL13-PB,temperate,5
CheW,Argonema antarcticum A004/B2,Antarctic,11
CheW,Argonema galeatum A003/A1,Antarctic,11
CheW,Arthrospira sp. PLM2.Bin9,temperate,9
CheW,Arthrospira sp. SH-MAG29,temperate,9
CheW,Brasilonema angustatum HA4187-MV1,temperate,9
CheW,Brasilonema octagenarum HA4186-MV1,temperate,5
CheW,Calothrix elsteri CCALA 953,Antarctic,5
CheW,Calothrix sp. 336/3,temperate,18
CheW,Calothrix sp. CSU_2_0,temperate,9
CheW,Calothrix sp. FI2-JRJ7,temperate,10
CheW,Calothrix sp. PCC 7507,temperate,10
CheW,Cyanocohniella sp. LLY,temperate,5
CheW,Cyanomargarita calcarea GSE-NOS-MK-12-04C,temperate,8
CheW,Cylindrospermopsis raciborskii KL1,temperate,2
CheW,Desmonostoc vinosum HA7617-LM4,temperate,5
CheW,Dolichospermum sp. BR01,temperate,10
CheW,Dolichospermum sp. DET50,temperate,5
CheW,Dolichospermum sp. DET66,temperate,5
CheW,Dolichospermum sp. DET67,temperate,5
CheW,Dolichospermum sp. DET69,temperate,5
CheW,Dolichospermum sp. DET73,temperate,5
CheW,Dolichospermum sp. DEX182a,temperate,10
CheW,Dolichospermum sp. DEX189,temperate,5
CheW,Dolichospermum sp. DL01,temperate,5
CheW,Dolichospermum sp. LBC05a,temperate,5
CheW,Dolichospermum sp. OL01,temperate,5
CheW,Dolichospermum sp. OL03,temperate,5
CheW,Dolichospermum sp. UHCC 0259,temperate,5
CheW,Dolichospermum sp. UHCC 0260,temperate,5
CheW,Dolichospermum sp. UHCC 0299,temperate,5
CheW,Dolichospermum sp. UHCC 0315A,"cold, non-Antarctic",5
CheW,Dolichospermum sp. UHCC 0352,"cold, non-Antarctic",5
CheW,Dolichospermum sp. UHCC 0406,"cold, non-Antarctic",5
CheW,Dolichospermum sp. UKL201,temperate,10
CheW,Dolichospermum sp. WA123,temperate,5
CheW,Drouetiella hepatica Uher 2000/2452,temperate,9
CheW,Fischerella major NIES-592,temperate,11
CheW,Fischerella sp.,temperate,5
CheW,Fischerella sp. CENA71,temperate,16
CheW,Fortiea contorta PCC 7126,temperate,9
CheW,Gloeotrichia echinulata DEX184,temperate,11
CheW,Hapalosiphonaceae cyanobacterium JJU2,temperate,10
CheW,Hormoscilla sp. GUM202,temperate,4
CheW,Hormoscilla sp. SP12CHS1,temperate,4
CheW,Kamptonema sp. SIO1D9,temperate,10
CheW,Kastovskya adunca ATA6-11-RM4,temperate,5
CheW,Leptolyngbya foveolarum,Antarctic,5
CheW,Leptolyngbya sp. DLM2.Bin15,temperate,5
CheW,Leptolyngbya sp. LCM1.Bin17,temperate,5
CheW,Leptolyngbya sp. SIOISBB,temperate,5
CheW,Leptolyngbya sp. UWPOB_LEPTO1,temperate,16
CheW,Leptolyngbyaceae cyanobacterium M33_DOE_097,temperate,15
CheW,Leptolyngbyaceae cyanobacterium RM1_1_2,temperate,9
CheW,Limnoraphis sp. WC205,temperate,5
CheW,Limnospira fusiformis KN01,temperate,9
CheW,Limnospira indica BM01,temperate,9
CheW,Limnothrix sp. CACIAM 69d,temperate,5
CheW,Limnothrix sp. P13C2,temperate,5
CheW,Lusitaniella coriacea LEGE 07157,temperate,12
CheW,Lyngbya sp. HA4199-MV5,temperate,13
CheW,Microcoleus sp. PH2017_01_SCD_O_A,temperate,15
CheW,Microcoleus sp. PH2017_02_FOX_O_A,temperate,15
CheW,Microcoleus sp. PH2017_05_CCC_O_A,temperate,15
CheW,Microcoleus sp. PH2017_07_MST_O_A,temperate,15
CheW,Microcoleus sp. PH2017_08_TRC_O_A,temperate,15
CheW,Microcoleus sp. PH2017_09_SFU_O_A,temperate,15
CheW,Microcoleus sp. PH2017_10_PVI_O_A,temperate,15
CheW,Microcoleus sp. PH2017_11_PCY_U_A,temperate,15
CheW,Microcoleus sp. PH2017_12_PCY_D_A,temperate,15
CheW,Microcoleus sp. PH2017_13_LAR_U_A,temperate,15
CheW,Microcoleus sp. PH2017_14_LAR_D_A,temperate,15
CheW,Microcoleus sp. PH2017_15_JOR_U_A,temperate,15
CheW,Microcoleus sp. PH2017_16_JOR_D_A,temperate,15
CheW,Microcoleus sp. PH2017_17_BER_D_A,temperate,15
CheW,Microcoleus sp. PH2017_18_LLB_O_A,temperate,15
CheW,Microcoleus sp. PH2017_19_SFW_U_A,temperate,15
CheW,Microcoleus sp. PH2017_20_SFW_D_A,temperate,15
CheW,Microcoleus sp. PH2017_21_RUC_O_A,temperate,15
CheW,Microcoleus sp. PH2017_22_RUC_O_B,temperate,15
CheW,Microcoleus sp. PH2017_24_DOB_U_A,temperate,15
CheW,Microcoleus sp. PH2017_25_DOB_D_A,temperate,15
CheW,Microcoleus sp. PH2017_26_ELK_O_A,temperate,15
CheW,Microcoleus sp. PH2017_27_LUM_O_A,temperate,15
CheW,Microcoleus sp. PH2017_28_MFU_U_A,temperate,15
CheW,Microcoleus sp. PH2017_29_MFU_D_A,temperate,15
CheW,Microcoleus sp. PH2017_30_WIL_O_A,temperate,15
CheW,Microcoleus sp. PH2017_31_RDM_U_A,temperate,15
CheW,Microcoleus sp. PH2017_32_RDM_D_A,temperate,15
CheW,Microcoleus sp. PH2017_33_LGB_O_A,temperate,15
CheW,Microcoleus sp. PH2017_34_RAT_O_A,temperate,15
CheW,Microcoleus sp. PH2017_35_SFW_U_B,temperate,15
CheW,Microcoleus sp. PH2017_36_ELK_O_B,temperate,15
CheW,Microcoleus sp. PH2017_37_MFU_D_B,temperate,15
CheW,Microcoleus sp. PH2017_38_RDM_U_B,temperate,15
CheW,Microcoleus sp. PH2017_39_LGB_O_B,temperate,15
CheW,Microcoleus sp. PH2017_40_RAT_O_B,temperate,15
CheW,Microcoleus vaginatus FGP-2,temperate,9
CheW,Microcoleus vaginatus HSN003,temperate,10
CheW,Microcoleus vaginatus PCC 9802,temperate,5
CheW,Microcoleus vaginatus WJT46-NPBG5,temperate,15
CheW,Moorena producens PAL-8-15-08-1,temperate,23
CheW,Moorena sp. SIO1F2,temperate,9
CheW,Moorena sp. SIO1G6,temperate,13
CheW,Moorena sp. SIO3A2,temperate,13
CheW,Moorena sp. SIO3A5,temperate,13
CheW,Moorena sp. SIO3E8,temperate,9
CheW,Moorena sp. SIO3F7,temperate,9
CheW,Moorena sp. SIO3I8,temperate,13
CheW,Moorena sp. SIO4G3,temperate,22
CheW,Moorena sp. SIOASIH,temperate,15
CheW,Myxacorys californica WJT36-NPBG1,temperate,10
CheW,Myxacorys chilensis ATA2-1-KO14,temperate,5
CheW,Nodosilinea sp. LEGE 06152,temperate,5
CheW,Nodosilinea sp. LEGE 07088,temperate,9
CheW,Nodosilinea sp. P-1105,temperate,5
CheW,Nodosilinea sp. WJT8-NPBG4,temperate,11
CheW,Nodularia sphaerocarpa UHCC 0038,temperate,5
CheW,Nodularia spumigena CCY9414,temperate,5
CheW,Nodularia spumigena CENA596,temperate,5
CheW,Nostoc cf. commune SO-36,Antarctic,13
CheW,Nostoc desertorum CM1-VF14,temperate,10
CheW,Nostoc indistinguendum CM1-VF10,temperate,9
CheW,Nostoc minutum NIES-26,temperate,5
CheW,Nostoc sp. ATCC 43529,temperate,5
CheW,Nostoc sp. ATCC 53789,temperate,7
CheW,Nostoc sp. CENA543,temperate,9
CheW,Nostoc sp. GBBB01,temperate,11
CheW,Nostoc sp. KVJ20,"cold, non-Antarctic",15
CheW,Nostoc sp. LEGE 06077,temperate,10
CheW,Nostoc sp. LEGE 12447,temperate,5
CheW,Nostoc sp. LEGE 12450,temperate,5
CheW,Nostoc sp. LPT,temperate,13
CheW,Nostoc sp. MBR 210,temperate,5
CheW,Nostoc sp. NMS1,"cold, non-Antarctic",5
CheW,Nostoc sp. NMS2,"cold, non-Antarctic",5
CheW,Nostoc sp. NMS8,temperate,5
CheW,Nostoc sp. RF31YmG,temperate,18
CheW,Nostoc sp. UHCC 0702,temperate,5
CheW,Nostoc sp. UHCC 0870,temperate,5
CheW,Nostocales cyanobacterium,temperate,11
CheW,Nostocales cyanobacterium LEGE 11386,temperate,5
CheW,Nostocales cyanobacterium LEGE 12452,temperate,5
CheW,Okeania sp. SIO1F9,temperate,5
CheW,Okeania sp. SIO1H2,temperate,5
CheW,Okeania sp. SIO1H4,temperate,5
CheW,Okeania sp. SIO1I7,temperate,5
CheW,Okeania sp. SIO2B3,temperate,5
CheW,Okeania sp. SIO2C2,temperate,5
CheW,Okeania sp. SIO2F5,temperate,5
CheW,Okeania sp. SIO2G4,temperate,5
CheW,Okeania sp. SIO3I5,temperate,14
CheW,Oscillatoria princeps RMCB-10,"cold, non-Antarctic",15
CheW,Oscillatoria sp. SIO1A7,temperate,9
CheW,Oscillatoriaceae cyanobacterium M33_DOE_052,temperate,16
CheW,Oscillatoriales cyanobacterium,temperate,28
CheW,Oscillatoriales cyanobacterium CG2_30_40_61,temperate,5
CheW,Oscillatoriales cyanobacterium CG2_30_44_21,temperate,12
CheW,Oscillatoriales cyanobacterium RM2_1_1,temperate,5
CheW,Oscillatoriales cyanobacterium SM2_3_0,temperate,5
CheW,Oscillatoriales cyanobacterium USR001,temperate,10
CheW,Oscillatoriophycideae cyanobacterium NC_groundwater_1537_Pr4_S-0.65um_50_18,temperate,21
CheW,Pantanalinema sp. GBBB05,temperate,11
CheW,Pegethrix bostrychoides GSE-TBD4-15B,temperate,5
CheW,Phormidesmis priestleyi,Antarctic,11
CheW,Phormidesmis priestleyi BC1401,"cold, non-Antarctic",11
CheW,Phormidesmis priestleyi ULC007,Antarctic,11
CheW,Phormidium sp. BM_Day4_Bin.17,temperate,20
CheW,Phormidium sp. LEGE 05292,temperate,9
CheW,Phormidium sp. PBR-2020,temperate,16
CheW,Phormidium sp. SL48-SHIP,temperate,19
CheW,Phormidium tanganyikae FI6-MK23,temperate,14
CheW,Planktothrix agardhii 1030,temperate,5
CheW,Planktothrix agardhii 1031,temperate,5
CheW,Planktothrix agardhii 1032,temperate,5
CheW,Planktothrix agardhii 1801,temperate,5
CheW,Planktothrix agardhii 1803,temperate,5
CheW,Planktothrix agardhii 1804,temperate,5
CheW,Planktothrix agardhii 1808,temperate,5
CheW,Planktothrix agardhii CCAP 1459/11A,temperate,13
CheW,Planktothrix agardhii KL2,temperate,5
CheW,Planktothrix agardhii LY1,"cold, non-Antarctic",5
CheW,Planktothrix mougeotii LEGE 06226,temperate,8
CheW,Plectolyngbya sp. WJT66-NPBG17,temperate,14
CheW,Prochlorothrix hollandica PCC 9006 = CALU 1027,temperate,9
CheW,Pseudanabaena biceps PCC 7429,temperate,17
CheW,Pseudanabaena sp. 'Roaring Creek',temperate,18
CheW,Pseudanabaena sp. BC1403,"cold, non-Antarctic",12
CheW,Pseudanabaena sp. CoA8_M7,temperate,8
CheW,Pseudanabaena sp. M037S2SP2A07QC,temperate,12
CheW,Pseudanabaena sp. M046S1SP1A06QC,temperate,8
CheW,Pseudanabaena sp. M065S1SP2A07QC,temperate,12
CheW,Pseudanabaena sp. M085S1SP2A07QC,temperate,12
CheW,Pseudanabaena sp. M125S2SP2A07QC,temperate,12
CheW,Pseudanabaena sp. M151S2SP2A07QC,temperate,12
CheW,Pseudanabaena sp. M152S2SP2A07QC,temperate,12
CheW,Pseudanabaena sp. M34BS1SP1A06MG,temperate,8
CheW,Pseudanabaena sp. M38BS1SP1A06MG,temperate,8
CheW,Pseudanabaena sp. M53BS1SP1A06MG,temperate,8
CheW,Pseudanabaena sp. SR411,temperate,12
CheW,Pseudanabaena sp. UWO310,temperate,14
CheW,Pseudanabaena sp. UWO311,temperate,12
CheW,Richelia sp.,"cold, non-Antarctic",5
CheW,Richelia sp. RM1_1_1,temperate,5
CheW,Richelia sp. SL_2_1,temperate,5
CheW,Rivularia sp. (in: Bacteria),temperate,9
CheW,Rivularia sp. PCC 7116,temperate,5
CheW,Roseofilum reptotaenium AO1-A,temperate,15
CheW,Roseofilum sp. SBFL,temperate,9
CheW,Scytolyngbya sp. HA4215-MV1,temperate,5
CheW,Scytonema hyalinum WJT4-NPBG1,temperate,5
CheW,Scytonema sp. RU_4_4,temperate,9
CheW,Scytonematopsis contorta HA4267-MV1,temperate,18
CheW,Sphaerospermopsis aphanizomenoides BCCUSP55,temperate,5
CheW,Sphaerospermopsis reniformis,temperate,9
CheW,Sphaerospermopsis sp. LEGE 00249,temperate,5
CheW,Sphaerospermopsis sp. LEGE 08334,temperate,5
CheW,Sphaerospermopsis sp. SIO1G1,temperate,5
CheW,Sphaerospermopsis torques-reginae ITEP-024,temperate,11
CheW,Spirirestis rafaelensis WJT71-NPBG6,temperate,5
CheW,Spirulina major CCY15215,temperate,11
CheW,Spirulina major PCC 6313,temperate,16
CheW,Spirulina sp. SIO3F2,temperate,12
CheW,Spirulinaceae cyanobacterium SM2_1_0,temperate,17
CheW,Stenomitos frigidus ULC18,Antarctic,5
CheW,Stenomitos rutilans HA7619-LM2,temperate,15
CheW,Stigonema ocellatum SAG 48.90 = DSM 106950,temperate,16
CheW,Symploca sp. SIO2C1,temperate,11
CheW,Symploca sp. SIO2E6,temperate,9
CheW,Symploca sp. SIO2E9,temperate,13
CheW,Symplocastrum torsivum CPER-KK1,temperate,13
CheW,Tildeniella nuda ZEHNDER 1965/U140,temperate,5
CheW,Tildeniella torsiva UHER 1998/13D,temperate,11
CheW,Timaviella obliquedivisa GSE-PSE-MK23-08B,temperate,5
CheW,Timeviella sp.,Antarctic,13
CheW,Tolypothrix bouteillei VB521301,temperate,16
CheW,Tolypothrix brevis GSE-NOS-MK-07-07A,temperate,10
CheW,Trichocoleus desertorum ATA4-8-CV12,temperate,9
CheW,Trichodesmium erythraeum GBRTRLIN201,temperate,14
CheW,Trichodesmium sp. ALOHA_ZT_67,temperate,13
CheW,Trichormus sp. ATA11-4-KO1,temperate,5
CheW,Trichormus sp. M33_DOE_039,temperate,5
CheW,Trichormus sp. NMC-1,"cold, non-Antarctic",5
CheW,Tychonema sp. LEGE 06208,temperate,10
CheW,Tychonema sp. LEGE 07196,temperate,14
CheW,Tychonema sp. LEGE 07199,temperate,14
CheW,Tychonema sp. LEGE 07203,temperate,14
CheW,filamentous cyanobacterium LEGE 07170,temperate,5
CheW,filamentous cyanobacterium Phorm 6,"cold, non-Antarctic",10
EAL,Alkalinema sp. CACIAM 70d,temperate,2
EAL,Argonema antarcticum A004/B2,Antarctic,2
EAL,Argonema galeatum A003/A1,Antarctic,2
EAL,Dolichospermum sp. UHCC 0259,temperate,2
EAL,Kamptonema sp. SIO1D9,temperate,9
EAL,Leptolyngbya sp. SIOISBB,temperate,2
EAL,Leptolyngbyaceae cyanobacterium M33_DOE_097,temperate,2
EAL,Leptolyngbyaceae cyanobacterium RM1_1_2,temperate,2
EAL,Limnoraphis sp. WC205,temperate,2
EAL,Lusitaniella coriacea LEGE 07157,temperate,2
EAL,Nodosilinea sp. LEGE 06152,temperate,2
EAL,Nodosilinea sp. LEGE 07088,temperate,2
EAL,Nodosilinea sp. P-1105,temperate,2
EAL,Nodosilinea sp. WJT8-NPBG4,temperate,2
EAL,Pantanalinema sp. GBBB05,temperate,2
EAL,Pegethrix bostrychoides GSE-TBD4-15B,temperate,2
EAL,Phormidium sp. LEGE 05292,temperate,2
EAL,Roseofilum reptotaenium AO1-A,temperate,2
EAL,Roseofilum sp. SBFL,temperate,2
EAL,Scytolyngbya sp. HA4215-MV1,temperate,2
EAL,Sphaerospermopsis aphanizomenoides BCCUSP55,temperate,2
EAL,Spirulina major CCY15215,temperate,2
EAL,Spirulina major PCC 6313,temperate,2
EAL,Spirulina sp. SIO3F2,temperate,2
EAL,Spirulinaceae cyanobacterium SM2_1_0,temperate,2
EAL,Stenomitos frigidus ULC18,Antarctic,2
EAL,Symploca sp. SIO2C1,temperate,5
EAL,Symploca sp. SIO2E6,temperate,6
EAL,Tildeniella torsiva UHER 1998/13D,temperate,2
EAL,Trichormus sp. NMC-1,"cold, non-Antarctic",2
FHA,Leptolyngbya sp. PL-A2,temperate,4
FHA,Prochlorothrix hollandica PCC 9006 = CALU 1027,temperate,5
Fez1,Brasilonema angustatum HA4187-MV1,temperate,8
Fez1,Brasilonema octagenarum HA4186-MV1,temperate,8
Fez1,Gloeotrichia echinulata DEX184,temperate,5
Fez1,Microcoleus vaginatus FGP-2,temperate,7
Fez1,Microcoleus vaginatus HSN003,temperate,7
Fez1,Microcoleus vaginatus PCC 9802,temperate,7
Fez1,Nostoc sp. UHCC 0702,temperate,2
Fez1,Oscillatoriales cyanobacterium,temperate,7
Fez1,Timeviella sp.,Antarctic,4
GAF,Aetokthonos hydrillicola CCALA 1050,temperate,255
GAF,Alkalinema sp. CACIAM 70d,temperate,190
GAF,Anabaena sp. 49628_E55,temperate,33
GAF,Anabaena sp. 54,"cold, non-Antarctic",39
GAF,Anabaena sp. AL93,temperate,35
GAF,Anabaena sp. CRKS33,temperate,6
GAF,Anabaena sp. CoA2_C59,temperate,28
GAF,Anabaena sp. WA113,temperate,17
GAF,Aphanizomenon flos-aquae CP01,temperate,28
GAF,Aphanizomenon flos-aquae Clear-A1,temperate,39
GAF,Aphanizomenon flos-aquae DEX188,temperate,39
GAF,Aphanizomenon flos-aquae KM1D3_PB,temperate,29
GAF,Aphanizomenon flos-aquae LD13,temperate,12
GAF,Aphanizomenon flos-aquae MDT14a,temperate,12
GAF,Aphanizomenon flos-aquae UKL13-PB,temperate,28
GAF,Argonema antarcticum A004/B2,Antarctic,279
GAF,Argonema galeatum A003/A1,Antarctic,274
GAF,Arthrospira sp. PLM2.Bin9,temperate,168
GAF,Arthrospira sp. SH-MAG29,temperate,146
GAF,Brasilonema angustatum HA4187-MV1,temperate,102
GAF,Brasilonema octagenarum HA4186-MV1,temperate,129
GAF,Calothrix elsteri CCALA 953,Antarctic,96
GAF,Calothrix sp. 336/3,temperate,183
GAF,Calothrix sp. CSU_2_0,temperate,104
GAF,Calothrix sp. FI2-JRJ7,temperate,169
GAF,Calothrix sp. PCC 7507,temperate,181
GAF,Cyanocohniella sp. LLY,temperate,171
GAF,Cyanomargarita calcarea GSE-NOS-MK-12-04C,temperate,156
GAF,Cylindrospermopsis raciborskii KL1,temperate,7
GAF,Desmonostoc vinosum HA7617-LM4,temperate,201
