genome,locus,index_locus,class,type,tm,p2rp_description
GCA_003249115.1,DCF24_04695,88,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003249115.1,DCF24_04815,136,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 PAS,1 HisKA,1 HATPase_c"
GCA_003249115.1,DCF24_05625,295,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003249115.1,DCF24_09320,1285,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_003249115.1,DCF24_10775,1682,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003249115.1,DCF24_01995,1716,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003249115.1,DCF24_11570,1932,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003249115.1,DCF24_11575,1933,HK,Classic,1,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_003249115.1,DCF24_02450,2004,HK,Classic,1,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_003249115.1,DCF24_02455,2005,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003249115.1,DCF24_12055,2132,HK,Classic,3,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003249115.1,DCF24_12060,2133,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_003249115.1,DCF24_12330,2186,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_003249115.1,DCF24_03665,2540,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003249115.1,DCF24_03670,2541,HK,Classic,1,"Histidine kinase, Classic contains 1 PAS,1 HisKA,1 HATPase_c"
GCA_003249115.1,DCF24_13475,2580,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003249115.1,DCF24_13510,2587,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_003249115.1,DCF24_04080,2732,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995635.1,GPJ00_00350,70,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCA_009995635.1,GPJ00_00615,122,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_009995635.1,GPJ00_03065,606,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_03290,651,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_03985,787,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_009995635.1,GPJ00_04180,826,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_009995635.1,GPJ00_04585,906,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCA_009995635.1,GPJ00_05150,1018,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_05155,1019,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_009995635.1,GPJ00_05160,1020,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_05750,1138,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995635.1,GPJ00_05755,1139,HK,Classic,7,"Histidine kinase, Classic contains 1 MASE1,1 GAF,1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_06525,1293,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_009995635.1,GPJ00_08705,1724,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,2 GAF,1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_08785,1739,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_009995635.1,GPJ00_08875,1757,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995635.1,GPJ00_09775,1933,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_10560,2090,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCA_009995635.1,GPJ00_10820,2142,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995635.1,GPJ00_11885,2354,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 PAS_4,1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_11990,2375,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_009995635.1,GPJ00_12750,2525,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_009995635.1,GPJ00_13120,2598,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_13495,2673,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_14370,2846,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995635.1,GPJ00_14375,2847,HK,Classic,3,"Histidine kinase, Classic contains 1 CHASE3,1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_15145,3000,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_009995635.1,GPJ00_15470,3064,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995635.1,GPJ00_15650,3100,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995635.1,GPJ00_17010,3370,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995635.1,GPJ00_17605,3487,HK,CheA,0,"Histidine kinase, CheA contains 1 H-kinase_dim,1 HATPase_c,1 CheW,2 Response_reg"
GCA_009995635.1,GPJ00_18315,3629,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_18735,3713,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_19580,3879,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCA_009995635.1,GPJ00_19835,3928,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995635.1,GPJ00_20245,4010,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCA_009995635.1,GPJ00_20250,4011,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995635.1,GPJ00_20365,4034,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_009995635.1,GPJ00_21110,4179,HK,Classic,1,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_21680,4292,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_009995635.1,GPJ00_21685,4293,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995635.1,GPJ00_23540,4661,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995635.1,GPJ00_24080,4767,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995635.1,GPJ00_24495,4850,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_018399015.1,KFB97_01035,205,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_018399015.1,KFB97_01425,281,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_018399015.1,KFB97_01430,282,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_018399015.1,KFB97_01820,360,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_018399015.1,KFB97_02070,410,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_018399015.1,KFB97_02105,417,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_018399015.1,KFB97_04390,864,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 PAS_4,1 HisKA,1 HATPase_c"
GCA_018399015.1,KFB97_04970,974,HK,Classic,7,"Histidine kinase, Classic contains 2 PAS_3,1 HisKA,1 HATPase_c"
GCA_018399015.1,KFB97_05990,1175,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS,1 HisKA,1 HATPase_c"
GCA_018399015.1,KFB97_05995,1176,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_018399015.1,KFB97_06000,1177,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_018399015.1,KFB97_07530,1481,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_018399015.1,KFB97_07540,1483,HK,Classic,3,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_018399015.1,KFB97_07845,1543,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_018399015.1,KFB97_10960,2161,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_018399015.1,KFB97_11650,2299,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_018399015.1,KFB97_12725,2507,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_018399015.1,KFB97_12915,2545,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_018399015.1,KFB97_13315,2624,HK,Classic,1,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_018399015.1,KFB97_13325,2626,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_018399015.1,KFB97_13980,2746,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_018399015.1,KFB97_14110,2770,HK,Classic,0,"Probable incomplete histidine kinase contains 1 PAS_3,1 PAC,1 HATPase_c"
GCA_018399015.1,KFB97_15125,2968,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_00015,3,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_00470,114,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_007095565.1,EWV83_00740,294,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_007095565.1,EWV83_08680,416,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCA_007095565.1,EWV83_09280,543,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCA_007095565.1,EWV83_00885,698,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095565.1,EWV83_11530,1026,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_11630,1046,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_12075,1135,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095565.1,EWV83_01030,1262,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,2 GAF,1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_01210,1449,HK,Classic,2,"Histidine kinase, Classic contains 1 CHASE3,1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_01215,1450,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095565.1,EWV83_13700,1528,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095565.1,EWV83_14050,1598,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_007095565.1,EWV83_14670,1724,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_14740,1738,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_14795,1749,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095565.1,EWV83_15130,1841,HK,Classic,3,"Probable incomplete histidine kinase contains 1 HAMP,1 HisKA"
GCA_007095565.1,EWV83_15235,1862,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095565.1,EWV83_15405,1896,HK,Classic,1,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_15410,1897,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095565.1,EWV83_15595,1933,HK,CheA,0,"Histidine kinase, CheA contains 1 H-kinase_dim,1 HATPase_c,1 CheW,2 Response_reg"
GCA_007095565.1,EWV83_15665,1950,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095565.1,EWV83_16000,2016,HK,Classic,1,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_17550,2388,HK,Classic,7,"Histidine kinase, Classic contains 1 MASE1,1 GAF,1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_17555,2389,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095565.1,EWV83_19020,2700,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_007095565.1,EWV83_20610,3032,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095565.1,EWV83_20645,3039,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095565.1,EWV83_22190,3351,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCA_007095565.1,EWV83_23055,3557,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_23060,3558,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095565.1,EWV83_23065,3559,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_23455,3637,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095565.1,EWV83_24165,3789,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095565.1,EWV83_24190,3794,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095565.1,EWV83_24255,3807,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095565.1,EWV83_03390,4212,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095565.1,EWV83_03790,4292,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCA_007095565.1,EWV83_03925,4319,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095565.1,EWV83_04185,4371,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095565.1,EWV83_04695,4484,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_05290,4606,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_007095565.1,EWV83_05300,4608,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095475.1,EWV85_00025,5,HK,Classic,7,"Histidine kinase, Classic contains 1 MASE1,1 GAF,1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_00030,6,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095475.1,EWV85_10825,253,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_10880,264,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095475.1,EWV85_11845,461,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095475.1,EWV85_13950,920,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095475.1,EWV85_14705,1069,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_007095475.1,EWV85_01250,1310,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095475.1,EWV85_16065,1397,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 PAS_4,1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_16430,1469,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCA_007095475.1,EWV85_17570,1745,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_18485,1947,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCA_007095475.1,EWV85_18550,1960,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095475.1,EWV85_19850,2276,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095475.1,EWV85_19855,2277,HK,Classic,1,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_20010,2308,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095475.1,EWV85_20190,2344,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095475.1,EWV85_20785,2478,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095475.1,EWV85_20995,2520,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_21900,2707,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCA_007095475.1,EWV85_22445,2835,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_22625,2871,HK,CheA,0,"Histidine kinase, CheA contains 1 H-kinase_dim,1 HATPase_c,1 CheW,2 Response_reg"
GCA_007095475.1,EWV85_23395,3042,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_24540,3319,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_007095475.1,EWV85_02640,3482,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095475.1,EWV85_02745,3503,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCA_007095475.1,EWV85_02775,3509,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_02780,3510,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095475.1,EWV85_02785,3511,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_04030,3778,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_04460,3893,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_04470,3895,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095475.1,EWV85_04595,3920,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095475.1,EWV85_04875,3975,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_007095475.1,EWV85_05470,4102,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_05550,4118,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_007095475.1,EWV85_06070,4230,RR,CheY,0,"Response regulator, CheY family contains 1 REC"
GCA_007095475.1,EWV85_06625,4340,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,2 GAF,1 HisKA,1 HATPase_c"
GCA_007095475.1,EWV85_06700,4354,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095475.1,EWV85_08720,4792,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095475.1,EWV85_08945,4837,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095475.1,EWV85_09605,4967,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCA_007095705.1,EWV60_00120,24,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095705.1,EWV60_00895,64,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_00900,65,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095705.1,EWV60_00905,66,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_13155,426,HK,Classic,0,"Probable incomplete histidine kinase contains 1 GAF,1 HATPase_c"
GCA_007095705.1,EWV60_13160,427,RR,CheY,0,"Response regulator, CheY family contains 1 REC"
GCA_007095705.1,EWV60_13545,521,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_14135,638,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095705.1,EWV60_15895,1045,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_16965,1279,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095705.1,EWV60_17195,1325,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095705.1,EWV60_02360,2165,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095705.1,EWV60_21065,2295,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_21235,2329,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_22150,2529,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCA_007095705.1,EWV60_22500,2618,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCA_007095705.1,EWV60_22905,2698,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_23490,2818,RR,CheY,0,"Response regulator, CheY family contains 1 REC"
GCA_007095705.1,EWV60_23585,2837,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_23710,2862,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095705.1,EWV60_23770,2874,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095705.1,EWV60_23795,2879,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095705.1,EWV60_03645,3109,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_007095705.1,EWV60_04395,3274,HK,Classic,7,"Histidine kinase, Classic contains 1 MASE1,1 GAF,1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_04400,3275,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095705.1,EWV60_04830,3372,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_04835,3373,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095705.1,EWV60_05070,3419,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_05350,3475,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_007095705.1,EWV60_05615,3528,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_007095705.1,EWV60_05685,3542,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_007095705.1,EWV60_08045,4059,HK,Classic,2,"Histidine kinase, Classic contains 1 Cache_1,1 HAMP,1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_08160,4081,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,2 GAF,1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_08630,4174,HK,CheA,0,"Histidine kinase, CheA contains 1 H-kinase_dim,1 HATPase_c,1 CheW,2 Response_reg"
GCA_007095705.1,EWV60_08775,4203,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095705.1,EWV60_08930,4237,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095705.1,EWV60_09000,4251,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCA_007095705.1,EWV60_09390,4329,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095705.1,EWV60_09485,4348,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095705.1,EWV60_09495,4350,HK,Classic,1,"Histidine kinase, Classic contains 1 CHASE3,1 HisKA,1 HATPase_c"
GCA_007095705.1,EWV60_09900,4431,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_007095705.1,EWV60_10685,4600,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_007095705.1,EWV60_10740,4611,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_007095705.1,EWV60_11020,4666,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
