Table S3.5 HK domain architecture with corresponding categorical architecture of Antarctic cyanobacteria,,,,
organism_name,categorized_architecture,type,locus,domain_architecture
Stenomitos frigidus ULC18,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS17775,PAS - PAS - PAS_3 - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS23710,PAS - PAS_3 - PAS_4 - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver - Receiver - Transmitter,Unorthodox,C7B82_RS02285,GAF - GAF - PAS_3 - HisKA - HATPase_c - Response_reg - Response_reg - Hpt
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter,Classic,C7B82_RS06290,GAF - GAF - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS09775,PAS_4 - PAS_4 - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS03855,CHASE2 - PAS - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS16185,GAF - GAF - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS19805,CHASE2 - PAS - HisKA_3 - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS25645,PAS_4 - PAS_4 - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS17070,GAF - PAS_4 - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS29595,MASE1 - GAF - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS29620,GAF - PAS_4 - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS11815,PAS_4 - GAF - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS22140,PAS_4 - PAS_3 - HisKA_2 - HATPase_c
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,C7B82_RS28995,GAF - GAF - HisKA - HATPase_c - Response_reg
Stenomitos frigidus ULC18,Sensor - Sensor - Transmitter - Transmitter - Receiver - Receiver,Hybrid,C7B82_RS33565,PAS_3 - PAS_4 - HisKA - HATPase_c - Response_reg - Response_reg
Stenomitos frigidus ULC18,Sensor - Transmitter,Classic,C7B82_RS08550,GAF - HisKA
Stenomitos frigidus ULC18,Sensor - Transmitter,Classic,C7B82_RS14555,CHASE2 - HATPase_c
Stenomitos frigidus ULC18,Sensor - Transmitter,Classic,C7B82_RS26505,cNMP_binding - HATPase_c
Stenomitos frigidus ULC18,Sensor - Transmitter,Classic,C7B82_RS16405,PAS_4 - HATPase_c
Stenomitos frigidus ULC18,Sensor - Transmitter,Classic,C7B82_RS22745,CHASE2 - HATPase_c
Stenomitos frigidus ULC18,Sensor - Transmitter - Transmitter,Classic,C7B82_RS05480,GAF - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Transmitter - Transmitter,Classic,C7B82_RS27335,GAF - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Transmitter - Transmitter,Classic,C7B82_RS13000,PAS - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Transmitter - Transmitter,Classic,C7B82_RS04555,CHASE3 - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Transmitter - Transmitter,Classic,C7B82_RS08000,GAF - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Transmitter - Transmitter,Classic,C7B82_RS29755,GAF - HisKA - HATPase_c
Stenomitos frigidus ULC18,Sensor - Transmitter - Transmitter - Receiver,Hybrid,C7B82_RS20235,PAS_4 - HisKA - HATPase_c - Response_reg
Stenomitos frigidus ULC18,Sensor - Transmitter - Transmitter - Receiver,Hybrid,C7B82_RS00050,CHASE3 - HisKA - HATPase_c - Response_reg
Stenomitos frigidus ULC18,Sensor - Transmitter - Transmitter - Receiver,Hybrid,C7B82_RS17125,CHASE2 - HisKA - HATPase_c - Response_reg
Stenomitos frigidus ULC18,Transmitter,Classic,C7B82_RS28780,HATPase_c
Stenomitos frigidus ULC18,Transmitter,Classic,C7B82_RS12620,HATPase_c
Stenomitos frigidus ULC18,Transmitter - Receiver,Classic,C7B82_RS34810,HisKA - Response_reg
Stenomitos frigidus ULC18,Transmitter - Receiver,Classic,C7B82_RS17100,HisKA - EAL
Stenomitos frigidus ULC18,Transmitter - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,C7B82_RS23290,S_TKc - GAF - PAS_4 - PAS_3 - HisKA_3 - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Sensor - Transmitter - Transmitter,Classic,C7B82_RS03205,Arch_ATPase - GAF - HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Sensor - Transmitter - Transmitter,Classic,C7B82_RS25060,S_TKc - GAF - HisKA_2 - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS14070,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS08900,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS09065,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS10970,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS28950,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS20025,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS20075,HisKA_3 - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS25065,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS25085,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS19565,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS02485,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS15755,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS15055,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS25655,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS33045,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS33650,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS16830,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS30490,HisKA_3 - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS22095,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter,Classic,C7B82_RS22150,HisKA - HATPase_c
Stenomitos frigidus ULC18,Transmitter - Transmitter - Receiver,Hybrid,C7B82_RS10620,HisKA - HATPase_c - Response_reg
Stenomitos frigidus ULC18,Transmitter - Transmitter - Receiver,Hybrid,C7B82_RS15325,HisKA - HATPase_c - Response_reg
Stenomitos frigidus ULC18,Transmitter - Transmitter - Receiver,Hybrid,C7B82_RS27065,HisKA - HATPase_c - Response_reg
Stenomitos frigidus ULC18,Transmitter - Transmitter - Receiver,Unorthodox,C7B82_RS29845,Hpt - HATPase_c - Response_reg
Stenomitos frigidus ULC18,Transmitter - Transmitter - Receiver - Linker,Classic,C7B82_RS24835,HisKA - HisKA - Response_reg - HAMP
Stenomitos frigidus ULC18,Transmitter - Transmitter - Transmitter - Adapter - Receiver,CheA,C7B82_RS08980,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Stenomitos frigidus ULC18,Transmitter - Transmitter - Transmitter - Adapter - Receiver,CheA,C7B82_RS22420,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Stenomitos frigidus ULC18,Transmitter - Transmitter - Transmitter - Adapter - Receiver,CheA,C7B82_RS30865,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Stenomitos frigidus ULC18,Transmitter - Transmitter - Transmitter - Sensor - Transmitter - Transmitter,Classic,C7B82_RS02585,MHYT - MHYT - MHYT - GAF - HisKA - HATPase_c
Leptolyngbya foveolarum,Linker - Sensor - Transmitter - Transmitter,Classic,DCF25_18425,HAMP - PAS - HisKA - HATPase_c
Leptolyngbya foveolarum,Linker - Transmitter - Transmitter,Classic,DCF25_06900,HAMP - HisKA - HATPase_c
Leptolyngbya foveolarum,Linker - Transmitter - Transmitter,Classic,DCF25_08640,HAMP - HisKA - HATPase_c
Leptolyngbya foveolarum,Linker - Transmitter - Transmitter,Classic,DCF25_02125,HAMP - HisKA - HATPase_c
Leptolyngbya foveolarum,Lnker - Transmitter - Transmitter - Receiver,Hybrid,DCF25_15930,HAMP - HisKA - HATPase_c - Response_reg
Leptolyngbya foveolarum,Receiver - Receiver - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,DCF25_01290,Response_reg - Response_reg - PAS_3 - PAS_4 - PAS_4 - PAS_4 - HisKA - HATPase_c
Leptolyngbya foveolarum,Receiver - Receiver - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,DCF25_03740,Response_reg - Response_reg - GAF - GAF - HisKA - HATPase_c - CYCc
Leptolyngbya foveolarum,Receiver - Transmitter,Hybrid,DCF25_04630,Response_reg - HATPase_c
Leptolyngbya foveolarum,Receiver - Transmitter,Hybrid,DCF25_06390,Response_reg - HATPase_c
Leptolyngbya foveolarum,Receiver - Transmitter - Transmitter,Hybrid,DCF25_15935,Response_reg - HisKA - HATPase_c
Leptolyngbya foveolarum,Receiver - Transmitter - Transmitter,Hybrid,DCF25_04400,Response_reg - HisKA - HATPase_c
Leptolyngbya foveolarum,Receiver - Transmitter - Transmitter,Hybrid,DCF25_04405,Response_reg - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Linker - Transmitter - Transmitter,Classic,DCF25_09985,Cache_1 - HAMP - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,DCF25_17345,PAS_4 - PAS_4 - PAS - PAS - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,DCF25_21450,CBS - CBS- GAF - PAS - PAS_4 - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,DCF25_16285,CHASE3 - PAS_4 - PAS_4 - PAS_3 - HisKA - HATPase_c - Response_reg
Leptolyngbya foveolarum,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,DCF25_04915,GAF - GAF - PAS_3 - PAS_3 - HisKA - HATPase_c - Response_reg
Leptolyngbya foveolarum,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,DCF25_16840,CBS - GAF - PAS_4 - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,DCF25_07900,PAS_4 - PAS_4 - GAF - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,DCF25_08980,PAS_3 - PAS_3 - PAS_3 - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,DCF25_19665,PAS_4 - PAS_3 - PAS_3 - HisKA - HATPase_c - Response_reg
Leptolyngbya foveolarum,Sensor - Sensor - Transmitter,Classic,DCF25_09525,PAS_4 - PAS_4- HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Sensor - Transmitter - Transmitter,Classic,DCF25_18525,GAF - GAF - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Sensor - Transmitter - Transmitter,Classic,DCF25_04390,PAS_4 - PAS_3 - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Sensor - Transmitter - Transmitter,Classic,DCF25_05990,PAS_4 - PAS_4 - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Sensor - Transmitter - Transmitter,Classic,DCF25_09700,PAS_4 - GAF - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,DCF25_09020,PAS_4 - PAS - HisKA - HATPase_c - Response_reg
Leptolyngbya foveolarum,Sensor - Transmitter,Classic,DCF25_09135,GAF - HATPase_c
Leptolyngbya foveolarum,Sensor - Transmitter - Transmitter,Classic,DCF25_14560,GAF - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Transmitter - Transmitter,Classic,DCF25_18515,GAF - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Transmitter - Transmitter,Classic,DCF25_22300,PAS - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Transmitter - Transmitter,Classic,DCF25_00715,GAF - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Transmitter - Transmitter,Classic,DCF25_07200,GAF - HisKA - HATPase_c
Leptolyngbya foveolarum,Sensor - Transmitter - Transmitter,Classic,DCF25_12405,GAF - HisKA - HATPase_c
Leptolyngbya foveolarum,Transmitter,Classic,DCF25_12015,HATPase_c
Leptolyngbya foveolarum,Transmitter,Classic,DCF25_02090,HATPase_c
Leptolyngbya foveolarum,Transmitter - Transmitter,Classic,DCF25_15375,HisKA - HATPase_c
Leptolyngbya foveolarum,Transmitter - Transmitter,Classic,DCF25_15390,HisKA - HATPase_c
Leptolyngbya foveolarum,Transmitter - Transmitter,Classic,DCF25_03295,HisKA - HATPase_c
Leptolyngbya foveolarum,Transmitter - Transmitter,Classic,DCF25_03850,HisKA - HATPase_c
Leptolyngbya foveolarum,Transmitter - Transmitter,Classic,DCF25_20800,HisKA - HATPase_c
Leptolyngbya foveolarum,Transmitter - Transmitter,Classic,DCF25_21355,HisKA - HATPase_c
Leptolyngbya foveolarum,Transmitter - Transmitter,Classic,DCF25_06395,HisKA - HATPase_c
Leptolyngbya foveolarum,Transmitter - Transmitter,Classic,DCF25_00900,HisKA - HATPase_c
Leptolyngbya foveolarum,Transmitter - Transmitter,Classic,DCF25_10625,HisKA - HATPase_c
Leptolyngbya foveolarum,Transmitter - Transmitter,Classic,DCF25_11335,HisKA - HATPase_c
Leptolyngbya foveolarum,Transmitter - Transmitter,Classic,DCF25_12440,HisKA - HATPase_c
Leptolyngbya foveolarum,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,DCF25_15230,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Leptolyngbya foveolarum,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,DCF25_01000,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Calothrix elsteri CCALA 953,Linker - Sensor - Transmitter - Transmitter,Classic,CK510_RS21055,HAMP - PAS - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Linker - Transmitter - Transmitter,Classic,CK510_RS15385,HAMP - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Linker - Transmitter - Transmitter,Classic,CK510_RS19860,HAMP - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Linker - Transmitter - Transmitter - Receiver,Hybrid,CK510_RS19485,HAMP - HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Receiver - Receiver - Receiver - Receiver - Receiver - Transmitter - Sensor - Transmitter - Transmitter,Unorthodox,CK510_RS17780,Response_reg - Response_reg - Response_reg - Response_reg - Trans_reg_C - Hpt - PAS - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Receiver - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,CK510_RS19980,Response_reg - Response_reg - PAS - PAS - GAF - GAF - GAF - GAF - GAF - PAS_3 - PAS_4 - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Receiver - Sensor - Sensor - Transmitter - Receiver,Hybrid,CK510_RS06310,Response_reg - Response_reg - GAF - GAF- HisKA - HATPase_c - CYCc
Calothrix elsteri CCALA 953,Receiver - Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,CK510_RS13705,Response_reg - Response_reg - PAS_4 - PAS_4 - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,CK510_RS13735,Response_reg - Response_reg - PAS - PAS - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,CK510_RS07605,Response_reg - Response_reg - PAS_3 - GAF - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Receiver - Sensor - Transmitter - Transmitter,Hybrid,CK510_RS18380,Response_reg - Response_reg - PAS - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,CK510_RS15495,Response_reg - PAS_3 - PAS_3 - GAF - GAF - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Sensor - Transmitter - Transmitter,Hybrid,CK510_RS15505,Response_reg - Response_reg- PAS - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Sensor - Transmitter - Transmitter,Hybrid,CK510_RS07635,Response_reg - PAS_3 - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Transmitter,Hybrid,CK510_RS12090,Response_reg - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Transmitter,Hybrid,CK510_RS16815,Response_reg - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Transmitter,Hybrid,CK510_RS19480,Response_reg - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Transmitter,Hybrid,CK510_RS21415,Response_reg - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Transmitter - Transmitter,Hybrid,CK510_RS05530,Response_reg - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Receiver - Transmitter - Transmitter,Hybrid,CK510_RS29115,Response_reg - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Se sor - Transmitter,Classic,CK510_RS19290,CBS - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Linker - Sensor - Transmitter - Transmitter - Receiver,Hybrid,CK510_RS15750,Cache_1 - HAMP - PAS_4 - HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Sensor - Linker - Sensor - Transmitter - Transmitter - Receiver - Receiver - Receiver,Hybrid,CK510_RS07595,CHASE3 - HAMP - GAF - HisKA - HATPase_c - Response_reg - Response_reg - Response_reg
Calothrix elsteri CCALA 953,Sensor - Linker - Transmitter - Transmitter,Classic,CK510_RS14310,Cache_1 - HAMP - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,CK510_RS10570,CBS - CBS - CBS - CBS - PAS_3 - HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,CK510_RS23040,PAS_4 - PAS_4 - PAS_4 - GAF - HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Sensor - Sensor - Sensor - Transmitter,Classic,CK510_RS02160,GAF - GAF - GAF - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,CK510_RS26910,PAS_4 - PAS_4 - GAF - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,CK510_RS07615,PAS_2 - GAF - PHY - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,CK510_RS17390,PAS_3 - PAS - GAF - HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,CK510_RS25500,PAS_4 - PAS_4 - PAS_3 - HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,CK510_RS25515,CHASE3 - PAS_4 - PAS - HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Sensor - Sensor - Transmitter - Transmitter,Classic,CK510_RS12710,GAF - GAF - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Sensor - Transmitter - Transmitter,Classic,CK510_RS13530,PHY - GAF - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Sensor - Transmitter - Transmitter,Classic,CK510_RS18230,PAS_4 - PAS_4 - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Sensor - Transmitter - Transmitter,Classic,CK510_RS18235,PAS_4 - PAS_3 - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Sensor - Transmitter - Transmitter,Classic,CK510_RS09875,PAS - PAS_3 - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,CK510_RS23575,CHASE - GAF - HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Sensor - Transmitter,Classic,CK510_RS01705,GAF - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Transmitter,Classic,CK510_RS18955,GAF - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Transmitter,Classic,CK510_RS24910,GAF - HisKA
Calothrix elsteri CCALA 953,Sensor - Transmitter,Classic,CK510_RS29310,GAF - HisKA
Calothrix elsteri CCALA 953,Sensor - Transmitter,Classic,CK510_RS09570,GAF - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Transmitter - Transmitter,Classic,CK510_RS13700,GAF - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Transmitter - Transmitter,Classic,CK510_RS13745,GAF - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Transmitter - Transmitter,Classic,CK510_RS15370,GAF - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Transmitter - Transmitter,Classic,CK510_RS17655,PAS - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Transmitter - Transmitter,Classic,CK510_RS21310,GAF - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Transmitter - Transmitter,Classic,CK510_RS09125,GAF - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Sensor - Transmitter - Transmitter - Receiver,Hybrid,CK510_RS16810,CHASE2 - HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Sensor - Transmitter - Transmitter - Receiver,Hybrid,CK510_RS18355,PAS_3 - HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Sensor - Transmitter - Transmitter - Receiver,Hybrid,CK510_RS25815,CHASE2 - HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Transmitter,Classic,CK510_RS03660,HATPase_c
Calothrix elsteri CCALA 953,Transmitter,Classic,CK510_RS01555,HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Sensor - Sensor - Transmitter,Classic,CK510_RS09560,Pkinase - GAF - GAF - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Sensor - Transmitter - Transmitter,Classic,CK510_RS09565,Pkinase - GAF - HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS11780,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS12025,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS14345,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS33450,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS15735,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS16025,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS16510,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS17125,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS17360,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS00540,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS23030,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS05585,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS26210,HisKA_3 - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS27510,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS28035,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS07600,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter,Classic,CK510_RS10670,HisKA - HATPase_c
Calothrix elsteri CCALA 953,Transmitter - Transmitter - Receiver,Hybrid,CK510_RS19320,HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Transmitter - Transmitter - Receiver,Hybrid,CK510_RS33090,HisKA - HATPase_c - Response_reg
Calothrix elsteri CCALA 953,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,CK510_RS13965,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Calothrix elsteri CCALA 953,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,CK510_RS15785,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Calothrix elsteri CCALA 953,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,CK510_RS06710,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Calothrix elsteri CCALA 953,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,CK510_RS09960,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Argonema antarcticum A004/B2,Linker - Sensor - Transmitter - Transmitter,Classic,LAY57_RS17835,HAMP - PAS - HisKA - HATPase_c
Argonema antarcticum A004/B2,Linker - Sensor - Transmitter - Transmitter - Receiver - Receiver - Receiver,Hybrid,LAY57_RS01860,HAMP - GAF - HisKA - HATPase_c - Response_reg - Response_reg - Response_reg
Argonema antarcticum A004/B2,Linker - Transmitter,Classic,LAY57_RS04435,HAMP - HATPase_c
Argonema antarcticum A004/B2,Linker - Transmitter - Transmitter,Classic,LAY57_RS32160,HAMP - HisKA - HATPase_c
Argonema antarcticum A004/B2,Linker - Transmitter - Transmitter,Classic,LAY57_RS03755,HAMP - HisKA - HATPase_c
Argonema antarcticum A004/B2,Linker - Transmitter - Transmitter,Classic,LAY57_RS05395,HAMP - HisKA - HATPase_c
Argonema antarcticum A004/B2,Linker - Transmitter - Transmitter,Classic,LAY57_RS20680,HAMP - HisKA - HATPase_c
Argonema antarcticum A004/B2,Linker - Transmitter - Transmitter,Classic,LAY57_RS21605,HAMP - HisKA - HATPase_c
